Frame Range Start, Frame Range End, Configuration, Average Energy
(0, 1800, (0.0, 400), 5.048510106382978),
(1800, 3600, (0.0, 400), 5.033799211563731),
(3600, 5400, (0.0, 400), 5.080869161290319),
(5400, 7200, (0.0, 400), 5.041805672823218),
(7200, 9000, (0.0, 400), 5.05140743691899),
(9000, 10800, (0.0, 400), 5.075869078947372),
(10800, 12600, (0.0, 400), 5.03648507265522),
(12600, 14400, (0.0, 400), 5.067789591567858),
(14400, 16200, (0.0, 400), 4.9822505976095535),
(16200, 18000, (0.0, 400), 5.037481878306871),
(18000, 18030, (0.0, 400), 4.912)
