Frame Range Start, Frame Range End, Configuration, Average Energy
(0, 1800, (0.0, 3000), 5.026119710906699),
(1800, 1950, (0.0, 3000), 5.034038805970151),
(1950, 3750, (0.0, 3000), 5.071407333333337),
(3750, 3900, (0.0, 3000), 5.046259375000002),
(3900, 5700, (0.0, 3000), 5.105235270805816),
(5700, 5850, (0.0, 3000), 5.054229687499998),
(5850, 7650, (0.0, 3000), 5.0669440903054435),
(7650, 7800, (0.0, 3000), 4.90682923076923),
(7800, 9600, (0.0, 3000), 5.011942895086319),
(9600, 9750, (0.0, 3000), 5.061558730158733),
(9750, 11550, (0.0, 3000), 5.0648291443850315),
(11550, 11700, (0.0, 3000), 5.03071515151515),
(11700, 13500, (0.0, 3000), 5.046632005312082),
(13500, 13650, (0.0, 3000), 5.0187390625),
(13650, 15450, (0.0, 3000), 5.053338726790446),
(15450, 15600, (0.0, 3000), 5.015935937500003),
(15600, 17400, (0.0, 3000), 5.057097742363871),
(17400, 17550, (0.0, 3000), 5.009651562499999),
(17550, 18030, (0.0, 3000), 5.029262436548225),
